Time (sec),RPM,Air Temp (F),Coolant Temp (F),TPS (%),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Digital Input #1,Digital Input #2,Digital Input #3,Digital Input #4,Digital Input #5,Digital Input #6,Digital Input #7,Digital Input #8, Oil PSI,Fuel PSI,Digital Output #1,Digital Output #2,Digital Output #3,Digital Output #4,Digital Output #5,Digital Output #6,Digital Output #7,Digital Output #8,Digital Output #9,Digital Output #10,Injector Over Current #1,Injector Over Current #2,Injector Over Current #3,Injector Over Current #4,Injector Over Current #5,Injector Over Current #6,Injector Over Current #7,Injector Over Current #8,Coil Over Current #1,Coil Over Current #2,Coil Over Current #3,Coil Over Current #4,Coil Over Current #5,Coil Over Current #6,Coil Over Current #7,Coil Over Current #8,System Temperature (F),Sensor Error,Open Time Clip,Charge Time Clip,Non Driven Wheel Speed #1 (MPH),Non Driven Wheel Speed #2 (MPH),Avg Non Driven Wheel Speed (MPH),Measured AFR #1,Measured AFR #2,Target AFR,Measured #1-Target (AFR),Measured #2-Target (AFR),Lambda/AFR Status,Lambda/AFR STF #1 (%),Lambda/AFR STF #2 (%),Lambda/AFR LTF (%),Fuel Status,Ignition Status,
62.658,7525,98.8,192.4,0.0,3.96,13.20,2.32,14.6,530.0,0,1,0,0,0,0,0,0,50.65,32.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,24.8,28.1,28.1,19.82,19.26,14.70,5.12,4.56,0,120.0,100.0,100.3,0,0,
62.668,7503,98.8,192.4,0.0,4.00,13.20,2.35,14.7,530.0,1,0,0,0,0,0,0,0,51.00,32.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,24.2,27.6,27.6,19.83,19.60,14.70,5.13,4.90,0,120.0,100.0,100.3,0,0,
62.675,7483,98.8,192.4,0.0,4.06,13.20,2.37,14.8,530.0,0,0,0,0,0,0,0,0,51.45,33.06,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,24.2,28.0,28.0,19.83,19.77,14.70,5.13,5.07,0,120.0,100.0,100.3,0,0,
62.685,7462,98.8,192.4,0.0,4.12,13.10,2.52,15.7,530.0,1,0,0,0,0,0,0,0,51.38,33.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,24.2,27.8,27.8,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.695,7439,98.8,192.4,0.0,4.14,13.10,2.56,15.9,530.0,1,1,0,0,0,0,0,0,53.13,32.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,24.4,27.6,27.6,19.82,19.82,14.70,5.12,5.12,0,125.0,100.0,100.3,0,0,
62.706,7377,98.8,192.4,0.0,4.09,13.10,2.48,15.3,530.0,0,0,0,0,0,0,0,0,52.25,33.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,23.9,27.1,27.1,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.718,7345,98.8,192.4,0.0,4.26,13.20,2.41,14.8,530.0,0,1,0,0,0,0,0,0,49.92,33.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,23.7,27.3,27.3,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.728,7313,97.2,192.4,0.0,4.02,13.10,2.41,14.8,530.0,0,1,0,0,0,0,0,0,49.13,32.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,23.2,27.5,27.5,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.738,7283,97.0,192.4,0.0,4.19,13.10,2.31,14.1,530.0,1,0,0,0,0,0,0,0,47.50,33.06,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,22.8,27.2,27.2,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.749,7228,97.0,192.4,0.0,4.02,13.20,2.20,13.3,530.0,1,1,0,0,0,0,0,0,48.52,32.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,22.8,27.9,27.9,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.756,7205,97.0,192.4,0.0,4.07,13.20,2.22,13.4,530.0,1,1,0,0,0,0,0,0,48.40,32.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,23.0,27.1,27.1,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.766,7180,97.0,192.4,0.0,4.26,13.20,2.18,13.1,530.0,1,0,0,0,0,0,0,0,48.25,32.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,22.6,27.7,27.7,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.776,7156,97.0,192.4,0.0,4.28,13.20,2.11,12.6,530.0,1,0,0,0,0,0,0,0,48.15,32.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,22.4,26.9,26.9,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.786,7128,97.0,192.4,0.0,4.35,13.20,2.08,12.4,530.0,1,1,0,0,0,0,0,0,46.32,32.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,22.7,26.1,26.1,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.797,7077,97.0,192.4,0.0,4.17,13.20,2.03,12.0,530.0,0,0,0,0,0,0,0,0,47.63,33.06,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,22.7,26.5,26.5,19.82,19.83,14.70,5.12,5.13,0,125.0,100.0,100.3,0,0,
62.807,7052,97.0,192.4,0.0,4.28,13.20,2.05,12.1,530.0,0,1,0,0,0,0,0,0,47.88,32.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,22.4,25.8,25.8,19.85,19.83,14.70,5.15,5.13,0,125.0,100.0,100.3,0,0,
62.817,7023,97.0,192.4,0.0,4.39,13.20,2.01,11.8,530.0,0,1,0,0,0,0,0,0,47.92,33.94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,22.2,25.7,25.7,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.824,6998,97.0,192.4,0.0,4.38,13.10,1.98,11.6,530.0,0,1,0,0,0,0,0,0,47.70,33.06,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,22.6,25.7,25.7,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.834,6970,97.0,192.4,0.0,4.45,13.20,1.97,11.5,530.0,0,1,0,0,0,0,0,0,47.34,32.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,22.0,25.6,25.6,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.845,6940,97.0,192.4,0.0,4.47,13.20,1.96,11.4,530.0,0,1,0,0,0,0,0,0,47.30,32.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,22.3,25.5,25.5,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.855,6907,97.0,192.4,0.0,4.51,13.20,1.93,11.2,530.0,0,0,0,0,0,0,0,0,46.82,32.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,22.0,24.9,24.9,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.865,6872,97.0,192.4,0.0,4.48,13.20,1.93,11.1,530.0,0,1,0,0,0,0,0,0,47.30,32.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,22.0,25.7,25.7,19.83,19.83,14.70,5.13,5.13,0,125.0,100.0,100.3,0,0,
62.877,6801,97.0,192.4,0.0,4.63,13.20,1.90,10.8,530.0,1,1,0,0,0,0,0,0,45.70,33.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,21.5,25.5,25.5,19.83,19.85,14.70,5.13,5.15,0,125.0,100.0,100.0,0,0,
62.887,6766,97.0,192.4,0.0,4.82,13.20,1.91,10.8,530.0,1,0,0,0,0,0,0,0,43.84,33.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.9,25.3,25.3,19.82,19.83,14.70,5.12,5.13,0,125.0,100.0,100.0,0,0,
62.897,6729,97.0,192.4,0.6,4.88,13.20,1.93,10.9,530.0,1,1,0,0,0,0,0,0,41.27,33.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.9,25.5,25.5,19.82,19.83,14.70,5.12,5.13,0,125.0,100.0,100.0,0,0,
62.907,6702,97.0,192.4,2.4,4.96,13.20,1.93,10.8,530.0,1,1,0,0,0,0,0,0,39.80,33.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,21.1,24.6,24.6,19.70,19.83,14.70,5.00,5.13,2,125.0,100.0,100.0,0,0,
62.914,6669,97.0,192.4,5.7,5.18,13.20,1.56,8.7,530.0,0,1,0,0,0,0,0,0,38.75,34.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,21.1,25.0,25.0,19.58,19.85,14.70,4.88,5.15,2,100.0,100.0,100.0,0,0,
62.925,6642,97.0,192.4,10.7,5.55,13.20,1.74,9.7,530.0,0,1,0,0,0,0,0,0,39.27,33.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.9,24.5,24.5,19.42,19.83,14.70,4.72,5.13,2,100.0,100.0,100.0,0,0,
62.935,6616,97.0,192.4,17.4,6.06,13.20,2.04,11.3,530.0,0,1,0,0,0,0,0,0,37.75,34.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.7,24.5,24.5,19.29,19.83,14.70,4.59,5.13,2,100.0,100.0,100.0,0,0,
62.945,6593,97.0,192.4,24.2,6.61,13.20,1.92,10.6,530.0,1,0,0,0,0,0,0,0,37.00,34.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.7,24.0,24.0,19.14,19.85,14.70,4.44,5.15,2,100.0,100.0,99.9,0,0,
62.956,6638,97.0,192.4,29.8,7.47,13.20,1.94,10.7,530.0,1,1,0,0,0,0,0,0,38.57,36.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.7,24.3,24.3,19.01,19.83,14.70,4.31,5.13,2,100.0,100.0,99.9,0,0,
62.966,6639,97.0,192.4,33.6,8.56,13.20,1.74,9.6,530.0,1,1,0,0,0,0,0,0,35.00,35.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.6,23.9,23.9,18.90,19.85,14.70,4.20,5.15,2,100.0,100.0,100.6,0,0,
62.976,6663,97.0,192.4,35.6,9.64,13.20,3.53,19.5,530.0,1,1,0,0,0,0,0,0,38.20,36.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,21.1,23.9,23.9,18.82,19.83,12.79,6.03,7.04,2,100.0,100.0,100.0,0,0,
62.986,6739,97.0,192.4,36.7,10.28,13.20,3.72,20.7,530.0,1,1,0,0,0,0,0,0,37.22,38.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.6,23.7,23.7,18.79,19.85,12.79,6.00,7.06,0,100.0,100.0,99.2,0,0,
62.997,6837,97.0,192.4,37.1,10.87,13.20,3.55,19.9,530.0,1,0,0,0,0,0,0,0,38.02,39.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.7,24.4,24.4,18.77,19.83,12.79,5.98,7.04,0,100.0,100.0,99.2,0,0,
63.007,6885,97.0,192.4,37.4,11.36,13.20,3.57,20.3,530.0,1,0,0,0,0,0,0,0,38.72,39.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.5,24.3,24.3,18.90,19.83,12.79,6.12,7.04,0,100.0,100.0,99.2,0,0,
63.019,6753,97.0,192.4,37.5,11.68,13.20,3.85,21.9,530.0,1,1,0,0,0,0,0,0,38.38,41.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.3,24.3,24.3,19.05,19.82,12.79,6.26,7.03,0,100.0,100.0,99.2,0,0,
63.029,6828,97.0,192.4,37.6,11.83,13.10,3.96,22.3,530.0,1,1,0,0,0,0,0,0,38.75,40.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.7,24.3,24.3,19.14,19.83,12.79,6.35,7.04,0,100.0,100.0,99.2,0,0,
63.039,6954,97.0,192.4,37.6,12.09,13.10,4.12,23.4,530.0,1,0,0,0,0,0,0,0,39.34,41.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.0,24.5,24.5,19.20,19.83,12.79,6.41,7.04,0,100.0,100.0,99.2,0,0,
63.045,7076,97.0,192.4,37.7,12.27,13.10,4.33,25.1,530.0,0,1,0,0,0,0,0,0,41.57,41.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.0,24.1,24.1,19.33,19.82,12.79,6.54,7.03,0,100.0,100.0,99.2,0,0,
63.055,7208,97.0,192.4,37.7,11.83,13.10,4.43,26.1,530.0,0,1,0,0,0,0,0,0,43.47,41.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.7,23.6,23.6,19.10,19.83,12.79,6.31,7.04,0,100.0,100.0,99.2,0,0,
63.065,7352,97.0,192.4,37.7,11.99,13.10,4.47,26.8,530.0,0,0,0,0,0,0,0,0,44.75,41.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.5,23.7,23.7,18.11,19.82,12.79,5.32,7.03,0,100.0,100.0,99.2,0,0,
63.077,7658,97.0,192.4,37.7,11.34,13.10,4.57,28.6,530.0,0,1,0,0,0,0,0,0,47.13,40.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.0,23.4,23.4,17.36,19.83,12.79,4.57,7.04,0,100.0,100.0,99.2,0,0,
63.087,7793,97.0,192.4,37.8,11.95,13.10,4.66,29.7,530.0,0,1,0,0,0,0,0,0,49.47,42.06,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.7,23.7,23.7,17.11,19.82,12.79,4.32,7.03,0,100.0,100.0,99.2,0,0,
63.097,7912,97.0,192.4,37.8,11.86,13.00,4.68,30.4,530.0,0,1,0,0,0,0,0,0,47.84,40.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.7,23.0,23.0,17.08,19.71,12.79,4.29,6.92,0,100.0,100.0,99.2,0,0,
63.109,7936,97.0,192.4,37.9,11.81,13.00,4.67,31.0,530.0,0,1,0,0,0,0,0,0,49.25,40.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.7,23.7,23.7,17.23,19.18,12.79,4.44,6.39,0,100.0,100.0,99.2,0,0,
63.115,7871,97.0,192.4,37.9,11.80,13.00,4.71,31.1,530.0,0,1,0,0,0,0,0,0,47.07,41.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.9,23.5,23.5,16.88,18.60,12.79,4.09,5.81,0,100.0,100.0,99.2,0,0,
63.125,7782,97.0,192.4,37.9,11.43,13.00,4.75,31.2,530.0,1,1,0,0,0,0,0,0,48.92,39.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.8,23.9,23.9,16.24,18.05,12.79,3.45,5.26,0,100.0,100.0,99.2,0,0,
63.135,7725,97.0,192.4,37.9,11.81,13.00,4.81,31.2,530.0,1,0,0,0,0,0,0,0,49.57,41.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.7,23.9,23.9,15.48,17.89,12.79,2.69,5.10,0,100.0,100.0,99.2,0,0,
63.146,7727,97.0,192.4,37.9,11.90,13.00,4.70,30.2,530.0,0,0,0,0,0,0,0,0,51.55,41.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.0,24.5,24.5,14.89,17.33,12.79,2.10,4.54,0,100.0,100.0,99.2,0,0,
63.157,7749,97.0,192.4,38.0,11.77,13.00,4.67,30.1,530.0,0,1,0,0,0,0,0,0,50.77,40.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.9,24.1,24.1,14.41,16.52,12.79,1.62,3.73,0,100.0,100.0,99.2,0,0,
63.167,7769,97.0,192.4,38.0,11.77,13.00,4.73,30.5,530.0,0,1,0,0,0,0,0,0,51.59,40.50,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.8,24.3,24.3,13.95,15.71,12.79,1.16,2.93,0,100.0,100.0,99.2,0,0,
63.179,7766,97.0,192.4,38.0,11.70,13.00,4.74,30.7,530.0,0,0,0,0,0,0,0,0,51.30,41.63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.8,24.1,24.1,13.54,15.07,12.79,0.75,2.28,0,100.0,100.0,99.2,0,0,
63.185,7737,97.0,192.4,38.0,11.97,13.00,5.02,32.5,530.0,1,1,0,0,0,0,0,0,52.20,39.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.8,24.3,24.3,13.17,14.64,12.79,0.38,1.85,0,105.0,100.0,99.8,0,0,
63.195,7688,97.0,192.4,38.0,11.73,13.00,4.91,31.7,530.0,1,0,0,0,0,0,0,0,46.80,40.00,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.5,23.6,23.6,12.83,14.33,12.79,0.04,1.54,0,105.0,100.0,99.8,0,0,
63.205,7625,97.0,192.4,38.0,11.90,13.00,4.98,31.9,530.0,1,0,0,0,0,0,0,0,43.32,40.75,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.0,24.2,24.2,12.57,14.10,12.79,-0.22,1.31,0,105.0,100.0,99.8,0,0,
63.216,7527,97.0,192.4,38.0,11.86,13.00,4.87,30.7,530.0,1,1,0,0,0,0,0,0,34.82,40.94,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.7,23.5,23.5,12.35,13.89,12.79,-0.44,1.10,0,105.0,100.0,99.8,0,0,
63.226,7517,97.0,192.4,38.1,11.87,13.00,4.87,30.5,530.0,1,1,0,0,0,0,0,0,33.65,41.63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.7,24.0,24.0,12.17,13.72,12.79,-0.62,0.93,0,105.0,100.0,99.8,0,0,
63.237,7491,97.0,192.4,38.0,11.80,13.00,4.86,30.4,530.0,1,1,0,0,0,0,0,0,29.75,40.06,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.2,23.5,23.5,12.01,13.55,12.79,-0.78,0.76,0,105.0,100.0,99.8,0,0,
63.249,7497,97.0,192.4,38.1,11.81,13.00,4.87,30.4,530.0,1,0,0,0,0,0,0,0,35.45,40.19,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.1,24.1,24.1,11.88,13.41,12.79,-0.91,0.62,0,105.0,100.0,99.8,0,0,
63.259,7497,97.0,192.4,38.1,11.90,13.00,4.87,30.4,530.0,1,0,0,0,0,0,0,0,34.34,40.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.0,23.5,23.5,11.77,13.30,12.79,-1.01,0.51,0,105.0,100.0,99.8,0,0,
63.265,7467,97.0,192.4,38.1,12.13,13.00,4.85,30.3,530.0,1,0,0,0,0,0,0,0,32.65,40.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,19.8,23.7,23.7,11.69,13.22,12.79,-1.10,0.43,0,105.0,100.0,99.8,0,0,
63.276,7429,97.0,192.4,38.1,11.80,13.00,4.85,30.2,530.0,1,1,0,0,0,0,0,0,31.38,41.25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.7,24.6,24.6,11.61,13.13,12.79,-1.18,0.34,0,105.0,100.0,99.8,0,0,
63.286,7396,97.0,192.4,38.0,12.20,13.00,4.85,30.0,530.0,1,1,0,0,0,0,0,0,28.70,40.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.4,24.6,24.6,11.57,13.04,12.79,-1.22,0.25,0,105.0,100.0,99.8,0,0,
63.297,7408,97.0,192.4,38.0,12.08,13.00,4.82,29.7,530.0,1,1,0,0,0,0,0,0,25.82,40.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.5,24.4,24.4,11.55,12.95,12.79,-1.23,0.16,0,105.0,100.0,99.8,0,0,
63.307,7444,97.0,192.4,38.0,12.15,13.00,4.80,29.6,530.0,1,0,0,0,0,0,0,0,23.82,41.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.7,24.6,24.6,11.52,12.86,12.79,-1.26,0.07,0,105.0,100.0,99.8,0,0,
63.317,7486,97.0,192.4,37.9,11.95,13.00,4.84,30.0,530.0,1,1,0,0,0,0,0,0,22.02,40.69,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.5,24.6,24.6,11.51,12.80,12.79,-1.28,0.01,0,105.0,100.0,99.8,0,0,
63.329,7526,97.0,192.4,37.6,12.28,13.00,4.84,30.3,530.0,1,1,0,0,0,0,0,0,20.95,40.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,21.0,24.1,24.1,11.47,12.74,12.79,-1.32,-0.04,0,105.0,100.0,99.8,0,0,
63.339,7508,97.0,192.4,35.3,11.74,13.00,4.93,30.9,530.0,1,1,0,0,0,0,0,0,18.70,40.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,21.1,24.4,24.4,11.44,12.70,12.79,-1.35,-0.09,2,105.0,100.0,99.8,0,0,
63.345,7495,97.0,192.4,32.3,11.62,13.00,4.66,29.2,530.0,1,1,0,0,0,0,0,0,17.75,40.38,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,21.1,24.5,24.5,11.38,12.67,12.79,-1.41,-0.12,2,100.0,100.0,99.8,0,0,
63.355,7492,97.0,192.4,30.6,11.27,13.00,4.69,29.3,530.0,1,1,0,0,0,0,0,0,16.47,40.31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.5,24.1,24.1,11.35,12.66,12.79,-1.44,-0.13,2,100.0,100.0,99.9,0,0,
63.366,7480,97.0,192.4,28.0,11.44,13.00,4.47,27.9,530.0,1,0,0,0,0,0,0,0,16.55,40.56,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,21.1,24.7,24.7,11.30,12.63,12.79,-1.48,-0.16,2,100.0,100.0,99.6,0,0,
63.376,7422,97.0,192.4,25.4,10.83,13.00,4.63,28.8,530.0,1,0,0,0,0,0,0,0,16.70,39.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.9,24.2,24.2,11.30,12.61,12.79,-1.48,-0.18,2,100.0,100.0,99.9,0,0,
63.386,7412,97.0,192.4,23.7,10.99,13.00,4.03,24.9,530.0,1,1,0,0,0,0,0,0,17.57,40.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,20.9,25.1,25.1,11.29,12.60,12.79,-1.50,-0.19,2,100.0,100.0,99.7,0,0,
63.397,7417,97.0,192.4,22.1,10.50,13.00,4.09,25.3,530.0,1,1,0,0,0,0,0,0,20.52,39.88,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,21.3,24.8,24.8,11.32,12.58,12.79,-1.47,-0.21,32770,100.0,100.0,99.6,0,0,
63.407,7383,97.0,192.4,21.1,10.35,13.00,3.91,24.2,530.0,1,0,0,0,0,0,0,0,20.34,38.44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,21.0,25.0,25.0,11.30,12.54,12.79,-1.48,-0.25,32770,100.0,100.0,99.8,0,0,
